file,filename,siteid,uploaddirectory,contenttype,containerid,oipmroot:issuerNumber,oipmroot:issuerName,damsasp:extDocSource
OIP00622_4237_GUARANTY TRUST.pdf,OIP00622_4237_GUARANTY TRUST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4237,GUARANTY TRUST,Other
OIP00623_4235_FIRST FEDERAL.pdf,OIP00623_4235_FIRST FEDERAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4235,FIRST FEDERAL,Other
OIP00592_1590_LAKE MORTGAGE CO.pdf,OIP00592_1590_LAKE MORTGAGE CO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1590,LAKE MORTGAGE CO,Other
OIP00593_1594_LEADER MORTGAGE COMPANY.pdf,OIP00593_1594_LEADER MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1594,LEADER MORTGAGE COMPANY,Other
OIP00594_1605_MCCAUGHAN MORTGAGE CO.pdf,OIP00594_1605_MCCAUGHAN MORTGAGE CO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1605,MCCAUGHAN MORTGAGE CO,Other
OIP00595_1638_CHASE HOME FINANCE.pdf,OIP00595_1638_CHASE HOME FINANCE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1638,CHASE HOME FINANCE,Other
OIP00596_1640_MERIT MORTGAGE.pdf,OIP00596_1640_MERIT MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1640,MERIT MORTGAGE,Other
OIP00597_1688_OHIO SAVINGS BANK.pdf,OIP00597_1688_OHIO SAVINGS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1688,OHIO SAVINGS BANK,Other
OIP00598_1746_DOVENMUEHLE MORTGAGE INC.pdf,OIP00598_1746_DOVENMUEHLE MORTGAGE INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1746,DOVENMUEHLE MORTGAGE INC,Other
OIP00599_1770_MID ISLAND EQUITIES.pdf,OIP00599_1770_MID ISLAND EQUITIES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1770,MID ISLAND EQUITIES,Other
OIP00600_1798_JAMES B NUTTER CO.pdf,OIP00600_1798_JAMES B NUTTER CO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1798,JAMES B NUTTER CO,Other
OIP00601_1811_UNION BANK.pdf,OIP00601_1811_UNION BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1811,UNION BANK,Other
OIP00602_1811_UNION BANK.pdf,OIP00602_1811_UNION BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1811,UNION BANK,Other
OIP00603_1812_MERCURY MORTGAGE.pdf,OIP00603_1812_MERCURY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1812,MERCURY MORTGAGE,Other
OIP00604_1834_FULLERTON MORTGAGE.pdf,OIP00604_1834_FULLERTON MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1834,FULLERTON MORTGAGE,Other
OIP00605_1857_BANK OF HAWAII.pdf,OIP00605_1857_BANK OF HAWAII.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1857,BANK OF HAWAII,Other
OIP00606_4218_EVERGREEN MONEY SOURCE.pdf,OIP00606_4218_EVERGREEN MONEY SOURCE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4218,EVERGREEN MONEY SOURCE,Other
OIP00607_4219_HONOLULU HOME.pdf,OIP00607_4219_HONOLULU HOME.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4219,HONOLULU HOME,Other
OIP00608_4219_HONOLULU HOME.pdf,OIP00608_4219_HONOLULU HOME.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4219,HONOLULU HOME,Other
OIP00609_4220_CENDERA FUNDING INC.pdf,OIP00609_4220_CENDERA FUNDING INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4220,CENDERA FUNDING INC,Other
OIP00610_4221_BAY EQUITY.pdf,OIP00610_4221_BAY EQUITY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4221,BAY EQUITY,Other
OIP00611_4292_FIRST SECURITY BANK OF WASHINGTON.pdf,OIP00611_4292_FIRST SECURITY BANK OF WASHINGTON.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4292,FIRST SECURITY BANK OF WASHINGTON,Other
OIP00556_3925_BANK ONE.pdf,OIP00556_3925_BANK ONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3925,BANK ONE,Other
OIP00557_3928_1ST PALM FINANCIAL SERVICES.pdf,OIP00557_3928_1ST PALM FINANCIAL SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3928,1ST PALM FINANCIAL SERVICES,Other
OIP00558_3929_AMERICAN MUNICIPAL SECURITIES.pdf,OIP00558_3929_AMERICAN MUNICIPAL SECURITIES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3929,AMERICAN MUNICIPAL SECURITIES,Other
OIP00559_3930_BANCO BILBAO VIZCAYA.pdf,OIP00559_3930_BANCO BILBAO VIZCAYA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3930,BANCO BILBAO VIZCAYA,Other
OIP00560_3932_PENTAGON FEDERAL CREDIT UNION.pdf,OIP00560_3932_PENTAGON FEDERAL CREDIT UNION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3932,PENTAGON FEDERAL CREDIT UNION,Other
OIP00561_3935_PRIORITY BANK.pdf,OIP00561_3935_PRIORITY BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3935,PRIORITY BANK,Other
OIP00562_3936_PLATINUM COMMUNITY BANK.pdf,OIP00562_3936_PLATINUM COMMUNITY BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3936,PLATINUM COMMUNITY BANK,Other
OIP00563_3937_FHLB CHICAGO DBA MORTGAGE.pdf,OIP00563_3937_FHLB CHICAGO DBA MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3937,FHLB CHICAGO DBA MORTGAGE,Other
OIP00564_3937_FHLB CHICAGO DBA MORTGAGE.pdf,OIP00564_3937_FHLB CHICAGO DBA MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3937,FHLB CHICAGO DBA MORTGAGE,Other
OIP00565_3938_CENTRAL MORTGAGE.pdf,OIP00565_3938_CENTRAL MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3938,CENTRAL MORTGAGE,Other
OIP00624_9214_INTER-CITY MORTGAGE.pdf,OIP00624_9214_INTER-CITY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,9214,INTER-CITY MORTGAGE,Other
OIP00626_9214_INTER-CITY MORTGAGE.pdf,OIP00626_9214_INTER-CITY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,9214,INTER-CITY MORTGAGE,Other
OIP00627_9214_INTER-CITY MORTGAGE.pdf,OIP00627_9214_INTER-CITY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,9214,INTER-CITY MORTGAGE,Other
OIP00628_9214_INTER-CITY MORTGAGE.pdf,OIP00628_9214_INTER-CITY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,9214,INTER-CITY MORTGAGE,Other
OIP00629_9214_INTER-CITY MORTGAGE.pdf,OIP00629_9214_INTER-CITY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,9214,INTER-CITY MORTGAGE,Other
OIP00625_9214_INTER-CITY MORTGAGE.pdf,OIP00625_9214_INTER-CITY MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,9214,INTER-CITY MORTGAGE,Other
OIP00572_4233_VIP.pdf,OIP00572_4233_VIP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4233,VIP,Other
OIP00573_4233_VIP.pdf,OIP00573_4233_VIP.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4233,VIP,Other
OIP00574_4232_COUNTRY PLACE MORTGAGE LTD.pdf,OIP00574_4232_COUNTRY PLACE MORTGAGE LTD.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4232,COUNTRY PLACE MORTGAGE LTD,Other
OIP00575_4231_AFFILIATED MORTGAGE COMPANY.pdf,OIP00575_4231_AFFILIATED MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4231,AFFILIATED MORTGAGE COMPANY,Other
OIP00576_4230_ON Q FINANCIAL.pdf,OIP00576_4230_ON Q FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4230,ON Q FINANCIAL,Other
OIP00577_4230_ON Q FINANCIAL.pdf,OIP00577_4230_ON Q FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4230,ON Q FINANCIAL,Other
OIP00578_4229_CHERRY CREEK MORTGAGE CO INC.pdf,OIP00578_4229_CHERRY CREEK MORTGAGE CO INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4229,CHERRY CREEK MORTGAGE CO INC,Other
OIP00579_4234_RPM MORTGAGE INC.pdf,OIP00579_4234_RPM MORTGAGE INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4234,RPM MORTGAGE INC,Other
OIP00637_3818_WESTERN COMMERCE BANK.pdf,OIP00637_3818_WESTERN COMMERCE BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3818,WESTERN COMMERCE BANK,Other
OIP00638_3819_CHADWICK MORTGAGE INCORPORATED.pdf,OIP00638_3819_CHADWICK MORTGAGE INCORPORATED.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3819,CHADWICK MORTGAGE INCORPORATED,Other
"OIP00639_3821_QUAKER CAPITAL, LP.pdf","OIP00639_3821_QUAKER CAPITAL, LP.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3821,"QUAKER CAPITAL, LP",Other
OIP00640_3822_GREATER ATLANTIC SAVINGS BANK FSB.pdf,OIP00640_3822_GREATER ATLANTIC SAVINGS BANK FSB.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3822,GREATER ATLANTIC SAVINGS BANK FSB,Other
OIP00641_3824_UNITED CALIFORNIA SYSTEMS INTERNATIONAL.pdf,OIP00641_3824_UNITED CALIFORNIA SYSTEMS INTERNATIONAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3824,UNITED CALIFORNIA SYSTEMS INTERNATIONAL,Other
OIP00642_3824_UNITED CALIFORNIA SYSTEMS INTERNATIONAL.pdf,OIP00642_3824_UNITED CALIFORNIA SYSTEMS INTERNATIONAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3824,UNITED CALIFORNIA SYSTEMS INTERNATIONAL,Other
OIP00643_3826_MORTGAGE AMENITIES CORPORATION.pdf,OIP00643_3826_MORTGAGE AMENITIES CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3826,MORTGAGE AMENITIES CORPORATION,Other
"OIP00644_3827_BUDGET MORTGAGE BANKERS, LTD.pdf","OIP00644_3827_BUDGET MORTGAGE BANKERS, LTD.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3827,"BUDGET MORTGAGE BANKERS, LTD",Other
OIP00645_3828_FIRST AMERICAN NATIONAL BANK.pdf,OIP00645_3828_FIRST AMERICAN NATIONAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3828,FIRST AMERICAN NATIONAL BANK,Other
OIP00646_3830_CALIFORNIA FEDERAL BANK.pdf,OIP00646_3830_CALIFORNIA FEDERAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3830,CALIFORNIA FEDERAL BANK,Other
OIP00647_4070_UNITED SECURITY FINANCIAL.pdf,OIP00647_4070_UNITED SECURITY FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4070,UNITED SECURITY FINANCIAL,Other
OIP00653_1417_FIRST CHICAGO NBD MORTGAGE MORTGAGE COMPANY.pdf,OIP00653_1417_FIRST CHICAGO NBD MORTGAGE MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1417,FIRST CHICAGO NBD MORTGAGE MORTGAGE COMPANY,Other
OIP00654_1422_BANK OF AMERICA.pdf,OIP00654_1422_BANK OF AMERICA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1422,BANK OF AMERICA,Other
OIP00655_1463_GMAC MORTGAGE.pdf,OIP00655_1463_GMAC MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1463,GMAC MORTGAGE,Other
OIP00656_1463_GMAC MORTGAGE.pdf,OIP00656_1463_GMAC MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1463,GMAC MORTGAGE,Other
OIP00657_1403_FLEET CORPORATE ADMIN.pdf,OIP00657_1403_FLEET CORPORATE ADMIN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1403,FLEET CORPORATE ADMIN,Other
OIP00658_1403_FLEET CORPORATE ADMIN.pdf,OIP00658_1403_FLEET CORPORATE ADMIN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1403,FLEET CORPORATE ADMIN,Other
OIP00659_1405_PNC BANK.pdf,OIP00659_1405_PNC BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1405,PNC BANK,Other
OIP00660_4278_AMERICAN FINANCIAL NETWORK.pdf,OIP00660_4278_AMERICAN FINANCIAL NETWORK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4278,AMERICAN FINANCIAL NETWORK,Other
OIP00661_4280_SCBT.pdf,OIP00661_4280_SCBT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4280,SCBT,Other
OIP00662_4282_HOMETRUST MORTGAGE COMPANY.pdf,OIP00662_4282_HOMETRUST MORTGAGE COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4282,HOMETRUST MORTGAGE COMPANY,Other
OIP00663_4283_AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC.pdf,OIP00663_4283_AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4283,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,Other
OIP00664_4284_PARKSIDE LENDING LLC.pdf,OIP00664_4284_PARKSIDE LENDING LLC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4284,PARKSIDE LENDING LLC,Other
OIP00665_4285_AMCAP MORTGAGE LTD.pdf,OIP00665_4285_AMCAP MORTGAGE LTD.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4285,AMCAP MORTGAGE LTD,Other
OIP00682_2269_SUBURBAN MORTGAGE.pdf,OIP00682_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00683_2269_SUBURBAN MORTGAGE.pdf,OIP00683_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00684_2269_SUBURBAN MORTGAGE.pdf,OIP00684_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00685_2269_SUBURBAN MORTGAGE.pdf,OIP00685_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00686_2269_SUBURBAN MORTGAGE.pdf,OIP00686_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00687_2269_SUBURBAN MORTGAGE.pdf,OIP00687_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00688_2269_SUBURBAN MORTGAGE.pdf,OIP00688_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00689_2269_SUBURBAN MORTGAGE.pdf,OIP00689_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00690_2269_SUBURBAN MORTGAGE.pdf,OIP00690_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00691_2269_SUBURBAN MORTGAGE.pdf,OIP00691_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00692_2269_SUBURBAN MORTGAGE.pdf,OIP00692_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00693_2269_SUBURBAN MORTGAGE.pdf,OIP00693_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00694_2269_SUBURBAN MORTGAGE.pdf,OIP00694_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00695_2269_SUBURBAN MORTGAGE.pdf,OIP00695_2269_SUBURBAN MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2269,SUBURBAN MORTGAGE,Other
OIP00700_4037_JAMES B NUTTER.pdf,OIP00700_4037_JAMES B NUTTER.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4037,JAMES B NUTTER,Other
OIP00701_4038_PROVIDENT FUNDING.pdf,OIP00701_4038_PROVIDENT FUNDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4038,PROVIDENT FUNDING,Other
OIP00702_4039_METLIFE.pdf,OIP00702_4039_METLIFE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4039,METLIFE,Other
OIP00703_4040_NATIONS HOME.pdf,OIP00703_4040_NATIONS HOME.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4040,NATIONS HOME,Other
OIP00704_4041_WELLS FARGO.pdf,OIP00704_4041_WELLS FARGO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4041,WELLS FARGO,Other
OIP00705_4042_QUICKEN LOANS.pdf,OIP00705_4042_QUICKEN LOANS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4042,QUICKEN LOANS,Other
OIP00706_4043_COLORADO HOUSING.pdf,OIP00706_4043_COLORADO HOUSING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4043,COLORADO HOUSING,Other
OIP00707_4044_GREEN PARK.pdf,OIP00707_4044_GREEN PARK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4044,GREEN PARK,Other
OIP00708_4045_CARDINAL.pdf,OIP00708_4045_CARDINAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4045,CARDINAL,Other
OIP00709_4047_ADVANCED FINANCIAL SERVICES.pdf,OIP00709_4047_ADVANCED FINANCIAL SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4047,ADVANCED FINANCIAL SERVICES,Other
OIP00710_4048_CONTINENTAL HOME LOANS.pdf,OIP00710_4048_CONTINENTAL HOME LOANS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4048,CONTINENTAL HOME LOANS,Other
OIP00711_4049_REAL ESTATE MTG NETWORK.pdf,OIP00711_4049_REAL ESTATE MTG NETWORK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4049,REAL ESTATE MTG NETWORK,Other
OIP00712_4050_STANDARD PACIFIC.pdf,OIP00712_4050_STANDARD PACIFIC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4050,STANDARD PACIFIC,Other
OIP00733_4361_HOMESTAR.pdf,OIP00733_4361_HOMESTAR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4361,HOMESTAR,Other
OIP00734_4371_ALL IN ONE.pdf,OIP00734_4371_ALL IN ONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4371,ALL IN ONE,Other
OIP00735_4374_RIVER COMMUNITY.pdf,OIP00735_4374_RIVER COMMUNITY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4374,RIVER COMMUNITY,Other
OIP00736_4118_METROPOLITAN.pdf,OIP00736_4118_METROPOLITAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4118,METROPOLITAN,Other
OIP00737_4118_METROPOLITAN.pdf,OIP00737_4118_METROPOLITAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4118,METROPOLITAN,Other
OIP00738_4180_LOAN DEPOT.pdf,OIP00738_4180_LOAN DEPOT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4180,LOAN DEPOT,Other
OIP00739_4368_ROYAL PACIFIC.pdf,OIP00739_4368_ROYAL PACIFIC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4368,ROYAL PACIFIC,Other
OIP00727_4105_MOUNTAIN WEST.pdf,OIP00727_4105_MOUNTAIN WEST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4105,MOUNTAIN WEST,Other
OIP00728_4107_ENVOY.pdf,OIP00728_4107_ENVOY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4107,ENVOY,Other
OIP00729_4106_THE NORTHERN OHIO INVESTMENT.pdf,OIP00729_4106_THE NORTHERN OHIO INVESTMENT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4106,THE NORTHERN OHIO INVESTMENT,Other
OIP00730_4108_SOUTH CAROLINA STATE HOUSING FINANCE.pdf,OIP00730_4108_SOUTH CAROLINA STATE HOUSING FINANCE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4108,SOUTH CAROLINA STATE HOUSING FINANCE,Other
OIP00731_4109_LAKE MICHIGAN.pdf,OIP00731_4109_LAKE MICHIGAN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4109,LAKE MICHIGAN,Other
OIP00732_4110_GATEWAY GUNDING DIVERSIFIED MORTGAGE.pdf,OIP00732_4110_GATEWAY GUNDING DIVERSIFIED MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4110,GATEWAY GUNDING DIVERSIFIED MORTGAGE,Other
OIP00749_3778_FIRST HAWAII BANK.pdf,OIP00749_3778_FIRST HAWAII BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3778,FIRST HAWAII BANK,Other
OIP00750_3781_CROWN NORTH CORPORATION.pdf,OIP00750_3781_CROWN NORTH CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3781,CROWN NORTH CORPORATION,Other
OIP00751_3782_BRENTON MORTGAGE INC.pdf,OIP00751_3782_BRENTON MORTGAGE INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3782,BRENTON MORTGAGE INC,Other
OIP00752_3786_HEALTH PROPERTIES CAPITAL.pdf,OIP00752_3786_HEALTH PROPERTIES CAPITAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3786,HEALTH PROPERTIES CAPITAL,Other
OIP00753_3787_HOME MORTGAGE INC.pdf,OIP00753_3787_HOME MORTGAGE INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3787,HOME MORTGAGE INC,Other
OIP00754_3788_FORTRESS MORTGAGE INC.pdf,OIP00754_3788_FORTRESS MORTGAGE INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3788,FORTRESS MORTGAGE INC,Other
OIP00755_3791_LEHMAN BROTHERS HOLDING.pdf,OIP00755_3791_LEHMAN BROTHERS HOLDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3791,LEHMAN BROTHERS HOLDING,Other
OIP00756_3793_AURORA LOAN SERVICES.pdf,OIP00756_3793_AURORA LOAN SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3793,AURORA LOAN SERVICES,Other
OIP00757_3794_SILVER STATE FINANCIAL CORPORATION.pdf,OIP00757_3794_SILVER STATE FINANCIAL CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3794,SILVER STATE FINANCIAL CORPORATION,Other
OIP00758_3795_ARCS COMMERCIAL MORTGAGE CO.pdf,OIP00758_3795_ARCS COMMERCIAL MORTGAGE CO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3795,ARCS COMMERCIAL MORTGAGE CO,Other
OIP00759_3797_CAPSTEAD.pdf,OIP00759_3797_CAPSTEAD.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3797,CAPSTEAD,Other
OIP00760_3800_WEST VA HOUSING DEVELOPMENT FUND.pdf,OIP00760_3800_WEST VA HOUSING DEVELOPMENT FUND.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3800,WEST VA HOUSING DEVELOPMENT FUND,Other
OIP00740_3960_CRESCENT MORTGAGE.pdf,OIP00740_3960_CRESCENT MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3960,CRESCENT MORTGAGE,Other
OIP00741_3961_COLUMN GUARANTEED.pdf,OIP00741_3961_COLUMN GUARANTEED.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3961,COLUMN GUARANTEED,Other
OIP00742_3963_ORIENTAL BANK.pdf,OIP00742_3963_ORIENTAL BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3963,ORIENTAL BANK,Other
